frame,255,R,G,B,0
247,34817.0,52.35542377154382,61.29704574624129,64.05635313531353,244819.0
248,31553.0,52.34367207554089,61.28573524019068,64.04308420425376,245293.0
249,30767.0,52.38152731939861,61.28577764026403,64.02180624312432,245668.0
250,29869.0,52.41332622845618,61.26104464613128,63.990063485515215,246056.0
251,22350.0,52.446839475614226,61.288775440044006,64.01398514851485,246899.0
252,20321.0,52.45557159882655,61.35971878437844,64.03732008617528,247454.0
253,18307.0,52.45505592225889,61.36066992115878,64.03471420058672,248088.0
254,17688.0,52.45884557205721,61.3572194719472,64.04233933810048,251008.0
255,17069.0,52.47479487532087,61.37085396039604,64.05475339200586,251203.0
256,14892.0,52.38936101943528,61.36416391639164,64.10095228272827,253673.0
257,172914.0,52.37199761642831,61.350833104143746,64.08690525302531,254336.0
258,100984.0,52.36083035386872,61.3501833516685,64.0748613403007,256063.0
259,171372.0,52.350402227722775,61.283761917858456,64.04410524385771,259327.0
260,171957.0,52.33917422992299,61.287104647964796,64.03820590392372,260113.0
261,171349.0,52.33959479281261,61.28721580491383,64.03866542904291,261011.0
262,172878.0,52.41270054088742,61.285715759075906,63.98590254858819,268530.0
263,172215.0,52.41305578474514,61.28575013751375,63.986138613861385,270559.0
264,171952.0,52.41287930876421,61.285666483315,63.98597015951595,272573.0
265,172437.0,52.41845434543454,61.35747043454345,64.00698111477814,273192.0
266,173535.0,52.41788824715805,61.35752314814815,64.00665795746241,273811.0
267,171805.0,52.418761459479285,61.357477310231026,64.00680578474514,275988.0
268,171436.0,52.34811147781445,61.35484392189219,64.06457989548954,117966.0
269,171824.0,52.34840827832783,61.35491611661166,64.06501420975431,189896.0
270,173767.0,52.34785707737441,61.35462389988999,64.06416506233957,119508.0
271,172692.0,55.119491428309495,69.75274912907958,74.33293798129813,118923.0
272,172514.0,55.125426292629264,69.75155505133847,74.33261940777412,119531.0
273,173393.0,55.11504973414008,69.75155161349468,74.32625252108544,118002.0
274,173055.0,55.18703474514118,69.68184589292262,74.20733865053172,118665.0
275,174114.0,55.19182480748075,69.6803492849285,74.20975201686835,118928.0
276,173901.0,55.17015034836817,69.58966698753208,74.10577443160983,118443.0
277,173492.0,55.1581935276861,69.49956224789146,74.01890355702237,117345.0
278,173366.0,55.170936468646865,69.56947423909058,74.0480324074074,119075.0
279,172542.0,55.09404909240924,69.33351439310597,73.80859460946094,119444.0
280,172366.0,55.06559405940594,69.28156628162816,73.76262834616794,119056.0
281,171740.0,54.9549504950495,69.22890195269527,73.76209204253759,117113.0
282,171516.0,54.964980977264396,69.22554776310965,73.77370737073707,118188.0
283,171532.0,54.85406238540521,69.16912587092042,73.72154382104877,118366.0
284,169971.0,54.779237715438214,69.07064998166483,73.691358406674,117487.0
285,169314.0,54.71569948661533,69.04100545471213,73.6762101210121,117825.0
286,168592.0,54.720598414008066,69.04037632929959,73.6805738907224,116766.0
287,166905.0,54.57097084708471,68.94375916758342,73.67928813714705,116979.0
288,166313.0,54.64755454712138,68.93764209754309,73.62727012284562,117388.0
289,165554.0,54.54257081958196,68.92786143197652,73.65290154015402,117514.0
290,165056.0,54.542484873487346,68.93012009534287,73.65381715254858,118338.0
291,164812.0,54.58951343050972,68.99692312981298,73.6947561422809,118514.0
292,165093.0,54.58445521635497,68.9966022643931,73.6923565273194,119140.0
293,164804.0,54.46665749908324,68.87227951961863,73.66870530803081,119364.0
294,165668.0,54.38555418041804,68.87622043454346,73.7242459662633,119348.0
295,167948.0,54.27415887422075,68.75175903006968,73.6905390539054,120909.0
296,168273.0,54.2835315823249,68.74964475614227,73.6918144939494,121566.0
297,169435.0,54.23341927942794,68.60836541987533,73.63936101943527,122288.0
298,168816.0,54.19450976347635,68.58507861202787,73.6307732856619,123975.0
299,168621.0,54.186045792079206,68.586782636597,73.62451411807848,124567.0
300,166370.0,54.24933535020169,68.58493651448478,73.62123326916024,125326.0
301,165592.0,54.26563072973964,68.56923129812981,73.57647139713971,125824.0
302,164689.0,54.279453153648696,68.58373899889989,73.57853410341033,126068.0
303,166169.0,54.27133869636964,68.65557045287862,73.59460716905024,125787.0
304,166941.0,54.27909790979098,68.65475797579758,73.60225178767877,126076.0
305,166909.0,54.22188531353135,68.65951595159515,73.5906983406674,125212.0
306,166691.0,54.16243697286395,68.66450082508251,73.62991955445544,122932.0
307,166076.0,54.16152594426109,68.66507379904657,73.62896268793546,122607.0
308,165667.0,54.17599582874954,68.6675192519252,73.6327087917125,121445.0
309,165004.0,54.14103524935827,68.63007311147781,73.59469999083241,122064.0
310,163777.0,54.17065227356069,68.52545837917125,73.54673404840484,122259.0
311,40965.0,54.03520581224789,68.49227058122479,73.51472886872021,124510.0
312,40698.0,53.90858544187752,68.51462573340667,73.59744109827649,125288.0
313,40631.0,53.7408897139714,68.489524889989,73.49497387238723,126191.0
314,40576.0,53.62669600293363,68.62841492482582,73.58829528786212,124711.0
315,40233.0,53.52120920425376,68.81779313348001,73.74975018335167,123939.0
316,40162.0,53.51315892005867,68.87945544554455,73.77877131463147,123971.0
317,39991.0,53.413378942060874,68.92044371103778,73.76924848734873,124189.0
318,39917.0,53.49244132746608,68.89253758709204,73.74094013568023,124804.0
319,39824.0,53.50541918775211,68.89701251375138,73.7285810872754,125213.0
320,39753.0,53.51853341584158,68.90457462412908,73.73169577374404,125876.0
321,39735.0,53.4769515493216,68.88653281994866,73.70399362852952,127103.0
322,39011.0,53.47965598643198,68.87636253208655,73.70715644481115,249915.0
323,38832.0,53.46973436927026,68.85755294279429,73.69269343601027,250182.0
324,38703.0,53.47540910341034,68.86055074257426,73.69412701686835,250249.0
325,38676.0,53.47118399339934,68.86422694352768,73.68751604327099,250304.0
326,38543.0,53.461418225155846,68.86581751925192,73.68585327282729,250647.0
327,38247.0,53.46125893839384,68.86373418591859,73.68864823982398,250718.0
328,38253.0,53.45693986065273,68.86545998349835,73.68524706637331,250889.0
329,38176.0,53.464942015034836,68.87565892005867,73.69415681151449,250963.0
330,37955.0,53.46810483131647,68.87465048588192,73.69708929226256,251056.0
331,37446.0,53.470337137880456,68.87819948661533,73.70221167950129,251127.0
332,37291.0,53.47068092225889,68.87824417858452,73.70271131279794,251145.0
333,35921.0,53.45489548954895,68.87304386688669,73.68558397506418,251869.0
334,35774.0,53.46006142280895,68.87168706453978,73.68905848918226,252048.0
335,34258.0,53.462904519618625,68.87640264026403,73.69235308947562,252177.0
336,34070.0,53.46336977447745,68.87637399156583,73.69278625779245,252204.0
337,32582.0,53.42827855702237,68.8964475614228,73.72717730106343,252337.0
338,31550.0,53.392103272827285,68.89083814631464,73.74411441144115,252633.0
339,31279.0,53.373284515951596,68.87350568390173,73.72927094792813,252627.0
340,30726.0,53.41391295379538,68.8777216263293,73.71569490282361,252704.0
341,29428.0,53.452370966263295,68.87336931609828,73.6831121653832,252925.0
342,28009.0,53.45637834616795,68.87115305280528,73.68415154015402,253434.0
343,27289.0,53.45581453978731,68.87079207920792,73.68511757425743,253589.0
344,165694.0,53.45637605427209,68.87101324715805,73.68533072057205,254959.0
345,60928.0,53.44314493949395,68.86178836633664,73.67494728639531,255106.0
346,163833.0,53.4450334616795,68.86124174917492,73.67660891089109,256622.0
347,163500.0,53.45863586358636,68.87569100660066,73.6902663182985,256810.0
348,163545.0,53.458810047671435,68.87569559039237,73.69053447011368,258298.0
349,163542.0,53.44888499266593,68.86766020352036,73.6766501650165,259330.0
350,162664.0,53.45202718188486,68.87179592959296,73.6813966813348,259601.0
351,163686.0,53.45189998166483,68.87175811331133,73.681233956729,260154.0
352,163152.0,53.452064998166485,68.87179822148882,73.68141387055373,261452.0
353,162430.0,53.466277044371104,68.88731435643564,73.69768862302897,262871.0
354,161123.0,53.46477929042904,68.88304226255958,73.69328474514118,263591.0
355,160831.0,53.46424413274661,68.88327259809314,73.69206201870188,125186.0
356,160617.0,53.464284240924094,68.88331843601027,73.69229464613127,229952.0
357,160236.0,53.46258365419875,68.88676773927392,73.70460556472314,127047.0
358,160112.0,51.998991565823246,68.4269435276861,66.15466859185919,127380.0
359,160076.0,52.00841584158416,68.41659332599927,66.15724582874954,127335.0
360,159956.0,51.996865832416574,68.41940548221488,66.14889759809314,127338.0
361,159900.0,51.99937202053539,68.41950288778878,66.15255088008801,128216.0
362,159910.0,52.00488632196553,68.42409813898057,66.13914443527686,127194.0
363,159830.0,51.88254835900257,68.45066579574625,66.22440869086908,127728.0
364,160006.0,51.89232444077741,68.44817106710671,66.2349983956729,128450.0
365,159951.0,51.68402090209021,68.44175032086542,66.31221007517418,129757.0
366,159971.0,51.682837137880455,68.45636917858452,66.32530711404473,130049.0
367,159911.0,51.88351897689769,68.46291941694169,66.24122662266227,130263.0
368,159755.0,52.0062213513018,68.39137330399707,66.13991795012835,130644.0
369,159498.0,51.9844563623029,68.39359644297762,66.11188348001467,130768.0
370,159407.0,51.98737509167584,68.40117115878255,66.11938714704804,130804.0
371,159320.0,51.98612371653832,68.38743582691602,66.09690823248991,130924.0
372,159158.0,51.99188439677301,68.38545219105244,66.1028602860286,130980.0
373,158898.0,51.98176682251559,68.38778304913825,66.09307618261826,130970.0
374,158683.0,51.981373762376236,68.42574715804913,66.1339429776311,131050.0
375,158555.0,51.99180532636597,68.43485056839017,66.14418087642098,130874.0
376,158442.0,52.00809383021635,68.40878712871287,66.11929890905758,130929.0
377,158515.0,51.99247914374771,68.402008846718,66.10423886138614,130909.0
378,158677.0,52.00593486431976,68.41561927026036,66.13776356802347,130969.0
379,158220.0,51.998521727172715,68.4170104510451,66.13446323799046,131125.0
380,157994.0,51.987075999266594,68.41484231756509,66.13775783828383,131382.0
381,157811.0,51.971920837917125,68.42413939310597,66.13187683351669,131473.0
382,157437.0,51.99065937843785,68.42862921708837,66.13856458562523,131560.0
383,157153.0,51.979047488082145,68.43103226989366,66.12812385405208,131722.0
384,156888.0,51.97581935276861,68.41789168500183,66.1174218463513,131982.0
385,156632.0,51.97877016868353,68.41687866703337,66.11961519068574,132197.0
386,156201.0,51.98734644297763,68.42651723505683,66.11645008250825,132325.0
387,133136.0,51.99532224055739,68.42378529519618,66.11330789328933,132438.0
388,125878.0,51.99450174184085,68.42410272277228,66.11192588008801,132365.0
389,131561.0,51.99530275944261,68.40432595342868,66.09693000550055,132203.0
390,131398.0,51.98989846901357,68.4046651540154,66.09438027136046,132660.0
391,131270.0,51.99536005683902,68.43119957829116,66.12336817015034,132886.0
